,Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
6477,Jail Yatra,-1947.0,,,6.8,10,Gajanan Jagirdar,Dixit,Harish,Hemavathi
6478,Jail Yatra,-1981.0,,"Action, Romance",6.6,39,Bhappi Sonie,Ashok Kumar,Vinod Khanna,Reena Roy
6479,Jailor,-1938.0,150 min,,,,Sohrab Modi,Sohrab Modi,Leela Chitnis,Sadiq Ali
6480,Jailor,-1958.0,,"Crime, Drama",6.0,12,Sohrab Modi,Sohrab Modi,Geeta Bali,Abhi Bhattacharya
6481,Jaise Karni Vaisi Bharni,-2005.0,,Drama,,,Arun Bakshi,Gajendra Chauhan,Vijayendra Ghatge,Milind Gunaji
6482,Jaise Ko Taisa,-1973.0,134 min,"Drama, Family",5.3,35,Murugan Kumaran,Jeetendra,Reena Roy,Srividya
6483,Jaisi Karni Waisi Bharni,-1989.0,168 min,"Comedy, Drama",5.6,223,Vimal Kumar,Govinda,Kimi Katkar,Kader Khan
6484,Jai-Vijay,-1977.0,152 min,"Action, Adventure, Drama",5.2,16,L.V. Prasad,Jeetendra,Reena Roy,Prem Krishan
6485,Jajantaram Mamantaram,-2003.0,122 min,"Action, Adventure, Comedy",5.8,864,Soumitra Ranade,Javed Jaffrey,Gulshan Grover,Joy Fernandes
6486,Jal,-2013.0,126 min,Drama,6.7,454,Girish Malik,Purab Kohli,Tannishtha Chatterjee,Kirti Kulhari
6487,Jal Bin Machhli Nritya Bin Bijli,-1971.0,,"Musical, Romance",6.9,31,Shantaram Rajaram Vankudre,Sandhya,Vatsala Deshmukh,Iftekhar
6488,Jal Mahal,-1980.0,130 min,Fantasy,5.7,15,Raghunath Jhalani,Jeetendra,Rekha,Deven Verma
6489,Jal Tarang,-1947.0,,Romance,,,Rajendra Sharma,,,
6490,Jala Ke Raakh Kar Doonga,-1998.0,,Action,,,Venkatesh Daggubati,Rambha,,
6491,Jalan,-1948.0,,,,,Master Bhagwan,Master Bhagwan,,
6492,Jalan,-1978.0,113 min,"Comedy, Drama, Family",,,H.A. Rahi,I.S. Johar,Mehmood,Ambika Johar
6493,Jaldeep,-1956.0,,Drama,,,Kidar Nath Sharma,C.S. Dubey,Zeb Rehman,Achala Sachdev
6494,Jalebi,-2018.0,112 min,"Drama, Romance",6.0,"2,479",Pushpdeep Bhardwaj,Rhea Chakraborty,Varun Mitra,Digangana Suryavanshi
6495,Jallaad,-1995.0,144 min,"Action, Drama",5.7,162,T.L.V. Prasad,Mithun Chakraborty,Madhoo,Rambha
6496,Jallad,-1956.0,,Drama,,,Nasir Khan,Heera Sawant,Munawar Sultana,Tiwari
6497,Jallad No. 1,-2000.0,,"Action, Drama",4.7,26,Kanti Shah,Ishrat Ali,Dharmendra,Shakti Kapoor
6498,Jalladon Ka Jallad,-2004.0,,Action,,,Desari Arun Kumar,Sneha,,
6499,Jalli Kattu Kalai,-1994.0,161 min,Drama,,,Manivasagam,,,
6500,Jallian Wala Bagh,-1977.0,185 min,History,7.0,33,Balraj Tah,Shabana Azmi,Gulzar,Vinod Khanna
6501,Jallianwalla Baag Ki Jyoti,-1953.0,,,,,R.S. Choudhury,Achala Sachdev,,
6502,Jalpari,-1952.0,,Fantasy,,,Mohan Sinha,Ashok Kumar,Nalini Jaywant,Geeta Bali
6503,Jalpari: The Desert Mermaid,-2012.0,94 min,"Drama, Family, Mystery",7.1,375,Nila Madhab Panda,Nilamadhab Panda,Lehar Khan,Krishang Trivedi
6504,Jalsa,-1948.0,,Drama,,,Kamlakar,Geeta Bali,Ramesh Aurora,Tara
6505,Jalta Badan,-2001.0,,Romance,,,Kishore Anand Bhanushali,Abhay Bhargava,Birbal,Robin Ghai
6506,Jalta Shabab,-1995.0,,Thriller,,,Suresh,,,
6507,Jalte Badan,-1973.0,,Drama,5.7,15,Ramanand Sagar,Kumkum,Kiran Kumar,Neena
6508,Jalte Deep,-1950.0,,,,,Dharam Kumar,Leela Mishra,Nimmi,
6509,Jalti Nishani,-1955.0,,,,,Geeta Bali,Kamal Kapoor,Kuldip Kaur,Chaman Puri
6510,Jalti Shabnam,-2002.0,,Thriller,,,,,,
6511,Jalwa,-1987.0,134 min,"Action, Thriller",6.6,149,Pankaj Parashar,Naseeruddin Shah,Archana Puran Singh,Tejeshwar Singh
6512,Jalwa: Fun in Love,-2005.0,,"Comedy, Drama",4.4,10,Rajiv S. Ruia,Ganesh Acharya,Neha Bhatt,Daisy
6513,Jalwe Hi Jalwe,-2002.0,83 min,Thriller,,,,,,
6514,Jamai Raja,-1990.0,,"Drama, Romance",5.4,533,Kodanda Rami Reddy A.,Hema Malini,Anil Kapoor,Madhuri Dixit
6515,Jambo,-1981.0,,Action,,,Inder Sen,Jaymala Adarsh,S.A. Ashokan,Sunder Rajan
6516,James,-2005.0,,"Action, Romance",3.7,330,Rohit Jugraj,Mohit Ahlawat,Priyanka Kothari,Mohan Agashe
6517,Jamoon,,,Drama,,,Anshul Tiwari,Naseeruddin Shah,Arfi Lamba,
6518,Jamun,-2021.0,92 min,"Drama, Family",7.5,409,Gaurav Mehra,Raghuvir Yadav,Shweta Basu Prasad,Sunny Hinduja
6519,Jamuna Ke Teer,-1978.0,,Action,,,,,,
6520,Jamuna Tudu,,,Biography,,,,,,
6521,Jan Pahchan,-1950.0,114 min,"Drama, Romance",7.1,61,Fali Mistry,Nargis,Raj Kapoor,Jeevan
6522,Janaki,,92 min,"Drama, Family",,,Sasi Mg,Leela Antharjjanam,Prakash Bare,Krishna Padmakumar
6523,Janam,,,Biography,,,Imran Zahid,,,
6524,Janam Janam,-1988.0,,"Mystery, Romance, Thriller",5.7,43,Vijay Sadanah,Rishi Kapoor,Danny Denzongpa,Amrish Puri
6525,Janam Janam Ke Phere: Alias Sati Anapurna,-1957.0,,"Drama, Family",5.7,6,Manmohan Desai,Nirupa Roy,Manher Desai,B.M. Vyas
6526,Janam Janam Ke Saathi,-1965.0,,,,,Nand Kishore,Sheila Kashmiri,Kamini Kaushal,Durga Khote
6527,Janam Janam Na Saath,-1977.0,,Romance,,,Mehul Kumar,Adil Amaan,Bhavana Bhatt,Uma Bhende
6528,Janam Kundli,-1995.0,157 min,"Action, Drama",4.0,27,Tariq Shah,Jeetendra,Vinod Khanna,Reena Roy
6529,Janam Se Pehle,-1994.0,150 min,"Crime, Thriller",4.0,14,B.R. Ishara,Raj Babbar,Farha Naaz,Sumeet Saigal
6530,Janani,-2006.0,124 min,"Drama, Romance",4.4,28,Chander H. Bahl,Bhagyashree,Ayesha Jhulka,Sonica Handa
6531,Janasheen,-2003.0,162 min,"Musical, Action, Drama",2.9,358,Feroz Khan,Feroz Khan,Fardeen Khan,Celina Jaitly
6532,Janata,-1947.0,,,,,Ram Prakash,Lalita Pawar,,
6533,Janata Ki Adalat,-1994.0,,Musical,5.1,31,T.L.V. Prasad,Sadashiv Amrapurkar,Sulabha Arya,Asrani
6534,Janatar Adalat,-1972.0,118 min,Musical,,,Madhukar,,,
6535,Janbaaz,-1986.0,175 min,"Action, Drama",6.2,662,Feroz Khan,Feroz Khan,Anil Kapoor,Dimple Kapadia
6536,Jang Bahadur,-1958.0,,,,,G.P. Pawar,Chandrashekhar,Purnima,Shashikala
6537,Jangal Mein Mangal,-1972.0,140 min,"Adventure, Romance",6.7,64,Rajendra Bhatia,Kiran Kumar,Reena Roy,Sonia Sahni
6538,Jango,-2016.0,110 min,Mystery,2.7,11,Adam Avil,Mukesh Asopa,Jannat Ansari,Adam Avil
6539,Janhit Mein Jaari,-2021.0,,Comedy,,,Omung Kumar,Nushrat Bharucha,Pavail Gulati,
6540,Janleva 555,-2012.0,140 min,"Musical, Romance, Thriller",4.2,20,Sundeep Malani,Shona Chabra,Raja Hasan,Akash Hora
6541,Janma Deep,-1973.0,,Romance,,,,,,
6542,Janmabhoomi,-1936.0,139 min,Drama,5.9,9,Franz Osten,Devika Rani,Ashok Kumar,Pramila
6543,Janmapatri,-1949.0,,,,,Ajit,Madhubala,Pran,
6544,Janmashtami,-1950.0,,,,,Nanabhai Bhatt,Bharat Bhushan,Jeevan,Shobhna Samarth
6545,Jannat,-1949.0,,,7.1,8,Murtaza Changezi,Rehana,Nazir Kashmiri,Munshi Munakka
6546,Jannat,-1957.0,,,,,Mohan Sinha,Shyama,Mahipal,D.K. Sapru
6547,Jannat 2,-2012.0,150 min,"Crime, Drama, Thriller",6.2,"5,333",Kunal Deshmukh,Emraan Hashmi,Randeep Hooda,Esha Gupta
6548,Jannat E Milan,-2018.0,135 min,Musical,2.8,8,Shekhar Ujjaninwal,Rishabh Vaidya,Shakshi Diwedi,Ajay Azad Singh
6549,Jannat: In Search of Heaven...,-2008.0,140 min,"Crime, Drama, Romance",6.9,"6,080",Kunal Deshmukh,Emraan Hashmi,Sonal Chauhan,Armen Grayg
6550,Janpath,-2017.0,,Documentary,,,Vivek Rai,,,
6551,Janta Hawaldar,-1979.0,126 min,"Comedy, Crime, Drama",6.5,44,Mehmood,Rajesh Khanna,Ashok Kumar,Yogeeta Bali
6552,Jantar Mantar,-1964.0,,"Action, Adventure, Fantasy",,,Radhakant,Mahipal,Vijaya Choudhury,Ulhas
6553,Janwar,-1965.0,247 min,"Musical, Romance",7.0,168,Bhappi Sonie,Shammi Kapoor,Rajshree,Rehman
6554,Japani Gudiya,-1958.0,,Romance,,,,,,
6555,Jappanil Kalyanaraman,-1985.0,138 min,"Action, Comedy, Romance",6.0,121,S.P. Muthuraman,Kamal Haasan,Radha,Sathyaraj
6556,Jashan,-1955.0,,,,,S. Shamsuddin,Agha,Karan Dewan,Kuldip Kaur
6557,Jashnn: The Music Within,-2009.0,125 min,"Drama, Musical, Romance",3.9,250,Hasnain Hyderabadwala,Raksha Mistry,Adhyayan Suman,Shahana Goswami
6558,Jasoos,-1955.0,,"Action, Thriller",,,R.D. Rajput,Niroo,Kumkum,Habib
6559,Jasoos,-1947.0,,Crime,,,J.U. Trivedi,Nayantara,Indira,Suryakant
6560,Jasoos 999,-1983.0,,Action,,,Padmapriya,Seema Kapoor,Ceylone Mani,Vajru Mani
6561,Jasoos Arjun,-2019.0,,Animation,,,,,,
6562,Jasoos Ladki,-1973.0,,Thriller,,,Krishna Ghattamaneni,Azaad Irani,Jyothi Lakshmi,Vijayalalitha
6563,Jattu Engineer,-2017.0,139 min,Comedy,5.8,"3,336",Honeypreet Insan,Gurmeet Ram Rahim Singh,Muntazir Ahmad,Amardeep Insan
6564,Jawaab,-1985.0,,"Romance, Thriller",6.7,30,Ravi Tandon,Vikas Anand,Raj Babbar,Raj Bharti
6565,Jawaani,-1984.0,160 min,"Romance, Action, Drama",5.6,19,Ramesh Behl,Karan Shah,Neelam Kothari,Moushumi Chatterjee
6566,Jawaani Jaaneman,-2020.0,119 min,"Comedy, Drama",6.6,"6,371",Nitin Kakkar,Saif Ali Khan,Alaya F,Tabu
6567,Jawaani Ki Khushbu,-2001.0,,Thriller,,,Pratap Chandra,Yogapriya,,
6568,Jawaani Mein Barsaat,-2003.0,,Thriller,,,,,,
6569,Jawab,-1970.0,134 min,"Action, Drama, Romance",5.2,20,Ramanna,Ashok Kumar,Meena Kumari,Jeetendra
6570,Jawab,-1942.0,157 min,Drama,7.6,8,P.C. Barua,Ratin Banerjee,P.C. Barua,Ahindra Choudhury
6571,Jawab,-1995.0,,"Action, Drama, Romance",4.1,45,Ajay Kashyap,Raaj Kumar,Karisma Kapoor,Harish
6572,Jawab,-1955.0,,"Comedy, Crime, Drama",4.1,8,Ismail Memon,Geeta Bali,Nasir Khan,Johnny Walker
6573,Jawab Ayega,-1968.0,82 min,Family,6.0,5,Ismat Chughtai,Shaheed Latif,Yogesh Bali,Meena Rai
6574,Jawab Hum Denge,-1987.0,135 min,Action,5.6,37,Vijay Reddy,Jackie Shroff,Sridevi,Shatrughan Sinha
6575,Jawahar,-1991.0,140 min,Drama,,,Kimar Kiran,Girish Karnad,Amjad Khan,Pratap Kumar
6576,Jawahar,-1960.0,,Drama,,,,,,
6577,Jawaharlal Nehru,-1982.0,,Documentary,,,Shyam Benegal,Jawaharlal Nehru,,
6578,Jawahire Hind,-1937.0,,,,,Tara,,,
6579,Jawalaa Dahej Ki,-1982.0,,,,,Chaman Nillay,Shoma Anand,Arun Govil,Sonia Sahni
6580,Jawan Dilon Ki Rani,-1991.0,,Thriller,,,P. Chandrakumar,,,
6581,Jawan Kanya,-2005.0,,Thriller,,,,,,
6582,Jawan Ki Pukar,-1942.0,140 min,,,,Dinshaw Bilimoria,Dinshaw Bilimoria,Harish,Kalyani
6583,Jawan Mard,-1966.0,,"Action, Adventure, Drama",,,Ishwarlal,Dara Singh,Mumtaz,B.M. Vyas
6584,Jawan Mard,-1987.0,,Action,,,Hameed Alam,Sonika Gill,Ayesha Jalil,Jafer Ali Khan
6585,Jawan Muhabat,-1971.0,,"Drama, Romance",6.9,29,Bhappi Sonie,Shammi Kapoor,Asha Parekh,Balraj Sahni
6586,Jawani,-1942.0,,,,,Wajahat Mirza,Husn Banu,Sankatha,Kayamali
6587,Jawani Badi Diwani,-1991.0,,Romance,,,,,,
6588,Jawani Diwani,-1972.0,,"Musical, Family, Romance",6.9,95,Narendra Bedi,Randhir Kapoor,Jaya Bachchan,Balraj Sahni
6589,Jawani Diwani,-1934.0,,,,,Shanti Dave,Ghaznavi,Rafiq Ghaznavi,Zohra
6590,Jawani Diwani: A Youthful Joyride,-2006.0,111 min,"Comedy, Drama, Romance",2.9,464,Manish Sharma,Emraan Hashmi,Celina Jaitly,Hrishitaa Bhatt
6591,Jawani Janeman,-1992.0,,Romance,,,Gajendra Chauhan,Viju Khote,Harish Magon,Kirit Shah
6592,Jawani Ka Dushman,-1988.0,112 min,Action,,,Bhanuchander,Silk Smitha,,
6593,Jawani Ka Khel,-2003.0,,Thriller,,,Heera,Mariya,Sindhu,
6594,Jawani Ka Khoon,-1989.0,,Thriller,,,Kapil Dev,Jagathi Sreekumar,,
6595,Jawani Ka Rang,-1941.0,,,,,Shakuntala Paranjpye,,,
6596,Jawani Ka Rog,-1988.0,,Thriller,,,,,,
6597,Jawani Ke Gunah,-1989.0,120 min,Drama,4.6,8,S.R. Pratap,Rakesh Bedi,Sahila Chaddha,Tina Ghai
6598,Jawani Ke Jalwe,-1987.0,97 min,Thriller,,,Abhilasha,Pratap Chandra,,
6599,Jawani Ke Sapne,-1992.0,,Thriller,,,Harish,Uma Maheshwari,,
6600,Jawani Khilona Hain,-2003.0,,Thriller,,,,,,
6601,Jawani Ki Aag,-1951.0,,Drama,,,Harnam Singh Rawail,Ramola,,
6602,Jawani Ki Bhool,-1981.0,,Romance,,,Jayamalini,Vikram Makandar,Sarathi,
6603,Jawani Ki Chubhan,-2005.0,,Thriller,,,,,,
6604,Jawani Ki Ghabrahat,-1991.0,,Thriller,,,,,,
6605,Jawani Ki Hawa,-1935.0,148 min,"Crime, Thriller",,,Franz Osten,Devika Rani,Najmul Hussain,Chandraprabha
6606,Jawani Ki Hawa,-1959.0,143 min,Drama,5.0,7,M. Sadiq,Pradeep Kumar,Vyjayanthimala,Purnima
6607,Jawani Ki Jalan,-1990.0,102 min,Thriller,,,Babu Antony,Silk Smitha,,
6608,Jawani Ki Kahani,-1986.0,,Drama,6.2,6,K.R. Rangan,Abhilasha,Vijay Arora,Ramesh Deo
6609,Jawani Ki Khusboo,-1994.0,,Thriller,,,Harish,Uma Maheshwari,Shakeela,
6610,Jawani Ki Lahren,-1988.0,,"Drama, Romance",,,Sanil Khosla,Neeraj Asrani,Hema Gupta,Sanil Khosla
6611,Jawani Ki Pyas,-1987.0,,Thriller,,,N. Sankaran Nair,Anuradha,Janardanan,Jaya Mala
6612,Jawani Ki Qurbani,-1989.0,77 min,Thriller,,,Kapil Dev,Kapil Karzan,,
6613,Jawani Ki Raat,-1968.0,,Romance,,,,,,
6614,Jawani Ki Reet,-1939.0,144 min,,,,Hemchandra Chunder,Kanan Devi,Chhabirani,A.H. Shore
6615,Jawani Solah Saal Ki,-1989.0,,Thriller,,,Jayalalitha,Uma Maheshwari,,
6616,Jawani Zindabad,-1990.0,163 min,"Drama, Romance",5.6,652,Arun Bhatt,Aamir Khan,Farha Naaz,Javed Jaffrey
6617,Jay baba pashupatinath,-1996.0,,Drama,,,Satish Kumar,Shyam Awasthi,Rajdev Jamudhale,Sudhanshu Joshi
6618,Jayantabhai Ki Luv Story,-2013.0,130 min,"Action, Comedy, Romance",5.3,"1,270",Vinnil Markan,Vivek Oberoi,Neha Sharma,Rahul Singh
6619,Jayasimha,-1955.0,,Drama,7.5,15,Yoganand,N.T. Rama Rao,Anjali Devi,S.V. Ranga Rao
6620,Jayeshbhai Jordaar,-2021.0,,Comedy,,,Divyang Thakkar,Ranveer Singh,Boman Irani,Ratna Pathak Shah
6621,Jaykara,-2020.0,,Drama,,,Prince Khan,Kiran Jain,Laughy Paul,
6622,Jayshree,-1956.0,,"Drama, History",,,Harsukh Jagneshwar Bhatt,Bhalchandra Shukla,Jayant,Jeevan
6623,Jayveer Panghaal,-2015.0,,Romance,,,Srinivaas Anjanappa,Kavya Kiran,Deepak Kumar,Muzahid Khan
6624,Jazbaa,-2015.0,119 min,"Action, Crime, Drama",5.8,"3,375",Sanjay Gupta,Aishwarya Rai Bachchan,Irrfan Khan,Shabana Azmi
6625,Jazbaat,-1994.0,,Romance,2.0,28,Anant Balani,Suchitra Krishnamoorthi,Rohit Roy,Karan Roy
6626,Jazbaat,-1980.0,124 min,Drama,4.2,26,Suraj Prakash,Raj Babbar,Zarina Wahab,Shashi Puri
6627,Jeb Katari,-1997.0,,Action,,,Harinam Singh,Riyaz Khan,Raza Murad,Sonia Thakur
6628,Jeb Tumhari Haath Hamare,-1978.0,,Comedy,,,,,,
6629,Jee Chahta Hai,-2015.0,107 min,Romance,,,Ganesh Mehta,Tarun Anand,Priyanka Burman,Sachin Sharma
6630,Jee Lene Do Ek Pal,-2016.0,,Drama,,,S. Rai,Abhinav Kumar,Surajkshah,Zarina Wahab
6631,Jeeja Sali,-1995.0,,Comedy,,,Ashwani Kumar,Urmila Bhatt,Ratna Bhooshan,Meera Madhuri
6632,Jeena Hai Toh Thok Daal,-2012.0,123 min,"Action, Crime, Drama",5.5,31,Manish Vatssalya,Ravi Kishan,Manish Vatssalya,Yashpal Sharma
6633,Jeena Hain Pyar Mein,-1983.0,,Romance,,,Krishna Naidu,Shoma Anand,Anu Dhawan,Kamal Mehra
6634,Jeena Isi Ka Naam Hai,-2017.0,173 min,Drama,5.4,99,Keshhav Panneriy,Arbaaz Khan,Himansh Kohli,Ashutosh Rana
6635,Jeena Isi Ka Naam Hai,-1982.0,,Romance,,,Rashid Ahmed,Shibani Bhattacharya,Siddharth Kak,Goga Kapoor
6636,Jeena Marna Tere Sang,-1992.0,150 min,"Action, Romance",4.8,70,Vijay Reddy,Sanjay Dutt,Raveena Tandon,Javed Jaffrey
6637,Jeena Nahin Bin Tere,-1995.0,,Romance,6.1,10,Lekh Tandon,Beena Banerjee,Prasenjit Chatterjee,Shafi Inamdar
6638,Jeena Sirf Merre Liye,-2002.0,137 min,"Comedy, Romance",4.4,728,Talat Jani,Kareena Kapoor,Tusshar Kapoor,Mallika Sherawat
6639,Jeena Teri Gali Mein,-1991.0,144 min,Romance,4.8,17,Tinnu Anand,Kavita Kapoor,Amita Nangia,Kunickaa Sadanand
6640,Jeena Teri Gali Mein,-2013.0,,"Action, Comedy, Drama",,,Rajkumar R. Pandey,Awdhesh Mishra,Pradeep Pandey,Sanjay Pandey
6641,Jeena to Hai,-2008.0,,Action,,,Milind Swamy,Ravi Chettiah,Needhi Gill,Shahbaaz Khan
6642,Jeena Yahan,-1979.0,93 min,Drama,6.7,18,Basu Chatterjee,Shekhar Kapur,Shabana Azmi,Dina Pathak
6643,Jeene Do,-1990.0,125 min,"Action, Drama",4.6,47,Rajesh Seth,Rajesh Sethi,Sanjay Dutt,Jackie Shroff
6644,Jeene Ki Arzoo,-1981.0,132 min,Drama,5.9,22,Rajashekhar,Mithun Chakraborty,Rati Agnihotri,Chandrashekhar
6645,Jeene Ki Raah,-1969.0,152 min,"Drama, Romance",6.9,82,L.V. Prasad,Jeetendra,Tanuja,Anjali Kadam
6646,Jeene Ki Sazaa,-1991.0,,Drama,,,Nazir Herekar,Abhi Bhattacharya,Sudha Chandran,Anita Chopra
6647,Jeene Nahi Doonga,-1984.0,133 min,Action,5.9,55,Rajkumar Kohli,Dharmendra,Shatrughan Sinha,Raj Babbar
6648,Jeene Nahin Doonga,-2005.0,,Action,7.3,37,Prabhas,Trisha Krishnan,Prakash Raj,Tottempudi Gopichand
6649,Jeene Nahin Doongi,-2002.0,145 min,Action,,,Ramesh U. Lakhiani,Ishrat Ali,Pinky Chinoy,Pooja Dadwal
6650,Jeeo Aur Jeene Do,-1982.0,,"Action, Drama",4.8,16,Shyam Ralhan,Jeetendra,Reena Roy,Nutan
6651,Jeeo Shaan Se,-1997.0,,"Comedy, Drama, Romance",5.5,13,Talat Jani,Dharmendra,Reena Roy,Vikas Bhalla
6652,Jeet,-1996.0,180 min,"Action, Romance",5.7,"2,169",Raj Kanwar,Sunny Deol,Karisma Kapoor,Salman Khan
6653,Jeet,-1949.0,,"Drama, Romance",7.0,30,Mohan Sinha,Suraiya,Dev Anand,Kanhaiyalal Chaturvedi
6654,Jeet,-1972.0,,"Romance, Drama, Action",4.7,13,Adurthi Subba Rao,Randhir Kapoor,Babita Kapoor,Heena Kausar
6655,Jeet Aur Jeewan,-1986.0,,Drama,,,,,,
6656,Jeet Hamaari,-1983.0,149 min,Action,4.8,22,R. Thyagaraajan,Rakesh Roshan,Rajinikanth,Ranjeeta Kaur
6657,Jeet Kiski,-1952.0,,,,,Vasant Joglekar,,,
6658,Jeet Lengey Jahaan,-2012.0,108 min,Drama,,,Lalit Bisht,Ravneet Kaur,Nassar Abdulla,Gautam Kurup
6659,Jeete Hain Shaan Se,-1988.0,,"Action, Drama",4.7,131,Kawal Sharma,Mithun Chakraborty,Sanjay Dutt,Govinda
6660,Jeete Raho,-1949.0,,,,,C.S. Kumar,Master Bhagwan,,
6661,Jeetenge Hum,-2001.0,,Action,5.6,9,Sunil Bohra,Dinyar Contractor,Priya Gill,Gulshan Grover
6662,Jeeva,-1986.0,123 min,"Action, Drama, Music",4.1,55,Raj N. Sippy,Sanjay Dutt,Mandakini,Amjad Khan
6663,Jeevan,-1944.0,,,,,M. Sadiq,Badri Prasad,,
6664,Jeevan Daata,-1991.0,120 min,Action,3.8,9,Swaroop Kumar,Chunky Panday,Aditya Pancholi,Kimi Katkar
6665,Jeevan Dhaara,-1982.0,137 min,"Family, Drama",6.6,70,Rama Rao Tatineni,Rekha,Amol Palekar,Raj Babbar
6666,Jeevan Ek Sanghursh,-1990.0,159 min,"Drama, Family",4.9,168,Rahul Rawail,Rakhee Gulzar,Anil Kapoor,Madhuri Dixit
6667,Jeevan Jyoti,-1937.0,,,,,Shakuntala Paranjpye,,,
6668,Jeevan Jyoti,-1976.0,136 min,"Drama, Family",6.3,11,Murugan Kumaran,Vijay Arora,Bindiya Goswami,Rakesh Pandey
6669,Jeevan Ki Shatranj,-1993.0,,"Action, Comedy, Crime",4.6,11,S.A. Chandrashekhar,Mithun Chakraborty,Avtar Gill,Aruna Irani
6670,Jeevan Lata,-1936.0,,,,,Sarvottam Badami,Bhudo Advani,Sabita Devi,Motilal
6671,Jeevan Mrityu,-1970.0,140 min,"Drama, Romance, Thriller",7.1,216,Satyen Bose,Dharmendra,Rakhee Gulzar,Ajit
6672,Jeevan Mukt,-1977.0,113 min,Drama,,,Sudhendu Roy,Mala Jaggi,Girish Karnad,Lakshmi
6673,Jeevan Natak,-1935.0,139 min,,6.2,12,Debaki Bose,Durga Khote,Rampiary,Alaknanda
6674,Jeevan Naya,-1936.0,140 min,Drama,7.3,6,Franz Osten,Devika Rani,Ashok Kumar,Kamta Prasad
6675,Jeevan Prabhat,-1937.0,144 min,,,,Franz Osten,Devika Rani,Mumtaz Ali,Kishore Sahu
6676,Jeevan Rekha,-1974.0,,Drama,,,Nanabhai Bhatt,Tabrez,Farida Jalal,Ajit
6677,Jeevan Saathi,-1939.0,157 min,,,,Nandlal Jaswantlal,Surendra,Maya Banerjee,Harish
6678,Jeevan Saathi,-1949.0,,,,,M.D. Baig,Ajit,Sulochana Chatterjee,Jeevan
6679,Jeevan Saathi,-1957.0,,Drama,,,R.S. Tara,Ashok Kumar,Usha Kiran,Anoop Kumar
6680,Jeevan Sandhya,-1984.0,,Drama,,,Pravin Bhatt,Anupam Kher,Jatin Malhotra,Sangeeta Naik
6681,Jeevan Sangeet,-1968.0,138 min,Drama,,,Arabinda Mukhopadhyay,Anil Chatterjee,Sandhya Roy,Rina Ghosh
6682,Jeevan Sangram,-1936.0,,,,,Ezra Mir,,,
6683,Jeevan Sangram,-1974.0,,"Action, Drama",6.8,12,Rajbans Khanna,Shashi Kapoor,Radha Saluja,Jalal Agha
6684,Jeevan Sukh,-1983.0,,Drama,,,Debu Sen,Neelima Azim,Dheeraj Bhattacharya,Dhumal
6685,Jeevan Swapna,-1937.0,,,,,Jaddanbai,Mehtab,A. Hussain,Maruti Rao
6686,Jeevan Swapna,-1946.0,,,,,Naseem Banu,Trilok Kapoor,,
6687,Jeevan Yatra,-1946.0,134 min,,,,Master Vinayak,Pratima Devi,Nayantara,Baburao Pendharkar
6688,Jeevan Yudh,-1997.0,136 min,"Action, Drama, Family",5.1,32,Partho Ghosh,Mithun Chakraborty,Atul Agnihotri,Mamta Kulkarni
6689,Jeewan Jyoti,-1953.0,,Drama,6.4,22,Mahesh Kaul,Shammi Kapoor,Shashikala,Leela Mishra
6690,Jeewan Saathi,-1988.0,,Drama,,,,,,
6691,Jekara Charanva Mein Lagle Paranva,-1964.0,,,,,Adarsh,Jagdeep,Jaymala Adarsh,Rajendranath Malhotra
6692,Jersey,-2021.0,,"Drama, Sport",,,Gowtam Tinnanuri,Shahid Kapoor,Mrunal Thakur,Pankaj Kapur
6693,Jethaa,-1992.0,,Action,,,Dinesh Saxena,Salma Agha,Arjun,Sunil Dhawan
6694,Jewel Thief,-1967.0,186 min,"Crime, Drama, Musical",8.0,"1,771",Vijay Anand,Ashok Kumar,Dev Anand,Vyjayanthimala
6695,Jhakaas!,-2018.0,56 min,"Comedy, Drama",6.1,11,Anirudh Baboo,Mukund Krishna Kumar Nair,Sangeeth Shobhan,Saraswat Mandarapu
6696,Jhalak,-2008.0,130 min,Music,,,Dinesh Chaudhary,Kavita Joshi,Pratap Kumar,Uttar Kumar
6697,Jhalki,-2019.0,104 min,Drama,7.2,672,Brahmanand S. Singh,Tanvi Jain,Boman Irani,Tannishtha Chatterjee
6698,Jhamela,-1953.0,,,,,Master Bhagwan,Geeta Bali,,
6699,Jhamela,-2019.0,114 min,"Family, Comedy, Drama",,,Dinesh Chaudhary,Krishan Pal Bharat,Sonal Khatri,Uttar Kumar
6700,Jhamela,-2015.0,75 min,Biography,,,Santosh Sawant,Ashit Kumar,,
6701,Jhanada Ooncha Rahe Hamara,-1964.0,,Drama,,,,,,
6702,Jhanak Jhanak Payal Baaje,-1955.0,143 min,"Drama, Musical, Romance",6.5,105,Shantaram Rajaram Vankudre,Gopi Krishna,Sandhya,Keshavrao Date
6703,Jhanjaar,-1986.0,,"Action, Drama, Thriller",3.5,6,Shantaram Rajaram Vankudre,Padmini Kolhapure,Siddharth,Ranjana
6704,Jhankaar Beats,-2003.0,143 min,"Comedy, Music, Romance",7.2,"1,976",Sujoy Ghosh,Sanjay Suri,Rahul Bose,Juhi Chawla
6705,Jhankar,-1942.0,,,,,Dulari,,,
6706,Jhansi Ki Rani,-1953.0,97 min,"Biography, Drama, History",6.9,89,Sohrab Modi,Mehtab,Sohrab Modi,Mubarak
